id,bedrooms,bathrooms,Area,floors,condition,year built,location,Garage,price
6072600200,5,2.5,2500,1,3,1966,medium,No,"4,70,500"
5144000036,3,1,1050,1.5,3,1954,medium,Yes,"3,60,000"
7855300200,4,2.75,2680,1,4,1962,medium,Yes,"12,42,500"
2485000202,3,2.5,2380,1,4,1964,premium,Yes,"9,86,000"
9209900270,2,1,1060,1,3,1906,premium,No,"5,15,000"
6099400030,3,1.75,2300,1,4,1939,premium,Yes,"3,20,000"
9368700223,4,3,2010,1,5,1951,low,No,"3,10,000"
1782000160,2,1,1090,1,4,1942,premium,Yes,"3,56,700"
269001360,4,1.75,2320,1,3,1956,low,No,"7,75,000"
390100060,3,1,1040,1,3,1951,premium,Yes,"3,25,000"
7888400560,4,2.75,1810,1.5,3,1962,low,No,"2,08,000"
7567600045,2,1,1150,1,4,1908,premium,No,"8,25,000"
7764200030,3,2.5,2360,1,3,1990,low,No,"5,15,000"
9828202545,3,1.5,1970,1.5,4,1929,premium,No,"4,90,000"
6114600030,4,3,2690,1,3,1954,low,Yes,"6,75,000"
9834200885,4,2.5,2080,1,5,1962,medium,Yes,"3,60,000"
9834200885,4,2.5,2080,1,5,1962,medium,No,"5,50,000"
3509600070,3,1.5,1370,1,3,1962,medium,No,"2,25,000"
2473002080,3,2.75,3410,1.5,4,1967,premium,No,"5,00,000"
1081300370,4,2,1850,1,4,1969,low,Yes,"3,85,000"
11501160,5,2.75,3010,2,3,1994,low,No,"8,37,700"
7202330370,3,2.25,1530,2,3,2003,low,No,"4,48,000"
7000100631,5,1.75,2690,1,4,1952,medium,Yes,"7,30,000"
2484200171,4,1.5,2810,1,3,1954,low,No,"5,75,000"
9477201040,3,1.75,1810,1,4,1976,premium,No,"4,30,000"
7202290160,3,2.5,1560,2,3,2002,premium,Yes,"4,35,000"
4366700140,3,1,1010,1,4,1973,low,No,"2,41,000"
5457300478,2,1.75,1000,1,4,1924,medium,No,"4,53,500"
9158100116,2,1.5,990,3,3,2001,premium,Yes,"2,85,000"
7227500830,2,1,720,1,4,1942,medium,No,"1,51,000"
7237500390,5,4.5,6070,2,3,2004,medium,Yes,"15,70,000"
2197600451,5,2,2270,2,3,1905,medium,No,"6,31,000"
3278604400,2,2.5,1380,2,3,2011,premium,No,"2,85,000"
1788700160,3,1,1260,1,4,1959,low,No,"1,95,000"
3276930270,4,2.5,2910,2,4,1987,premium,No,"8,17,500"
7374600060,3,2,1810,1,4,1960,premium,No,"5,50,000"
2505500030,4,2.5,3160,2,4,1995,low,Yes,"11,27,000"
2770604942,2,2.75,1910,3,3,2002,premium,No,"6,09,850"
7831800505,3,1,1230,1,3,1947,medium,No,"2,00,000"
5416510060,4,2.5,2960,2,3,2006,premium,Yes,"3,67,000"
4137010260,3,2.25,2200,2,3,1988,premium,Yes,"2,85,167"
7683800200,2,1.5,1270,1,4,1947,premium,No,"2,75,000"
1509500160,4,2.5,2540,2,3,1992,medium,Yes,"3,50,900"
3904940200,4,3.25,3030,2,5,1988,medium,No,"6,60,000"
4037200295,3,1.75,1520,1,4,1957,low,Yes,"5,25,000"
7258200055,4,2.5,1560,2,3,1997,low,Yes,"2,62,000"
9178600560,2,1,970,1,4,1907,medium,No,"6,90,000"
255520260,5,3.75,3570,2,3,2005,premium,Yes,"6,24,000"
751000060,3,1,1350,1,4,1947,medium,No,"3,53,000"
3343900326,4,3.5,3710,2,3,2002,low,Yes,"5,52,500"
7137900320,4,1,1430,1.5,4,1983,low,Yes,"2,24,500"
2641800060,3,1,940,1,3,1950,low,Yes,"2,39,000"
293760310,5,4.5,4300,2,3,2004,medium,No,"9,75,000"
7237501180,4,1.75,3990,2,3,2006,medium,No,"12,00,000"
5332200550,3,1,1380,1.5,3,1910,low,Yes,"5,05,000"
3450300240,4,1.75,2020,1,4,1963,low,No,"3,02,000"
9352900695,3,1,1480,1,3,1944,medium,No,"1,70,000"
3324069070,2,1,1190,1,4,1910,premium,No,"1,95,000"
8062900070,5,1.5,2550,1,4,1959,medium,Yes,"2,72,000"
8062900070,5,1.5,2550,1,4,1959,medium,No,"3,69,000"
4427100030,3,1.5,1500,1,3,1953,premium,Yes,"3,32,500"
4039100400,3,2.5,3000,1,4,1963,medium,Yes,"5,15,000"
2171400126,3,1,1690,1,3,1967,premium,Yes,"2,69,000"
7135520810,4,4,4390,1,4,1994,medium,Yes,"12,78,000"
2475201180,3,2.5,1560,2,3,1985,premium,Yes,"3,03,000"
4024100951,7,3,2940,1,3,1977,premium,No,"4,20,000"
6021502830,3,1,1130,1,3,1941,premium,No,"4,00,000"
7710100083,3,1,1020,1,5,1987,low,Yes,"2,25,000"
2781270550,2,2,1310,2,3,2004,premium,No,"2,19,000"
200510060,3,2.5,2570,2,3,1989,premium,No,"6,05,000"
9554200105,4,2,2020,1,5,1942,premium,No,"6,25,000"
3320000810,5,2,1680,1,3,1906,premium,No,"3,80,000"
643500060,4,2,1770,1.5,4,1962,premium,No,"6,20,000"
2537500140,4,2.75,3190,2,3,1994,premium,No,"6,87,500"
5112800421,4,2,1440,1,5,1962,medium,No,"2,25,500"
3352402236,3,2,1150,1,5,1956,medium,Yes,"2,52,500"
3905100520,3,2.5,1860,2,3,1994,low,Yes,"5,10,000"
6332940070,4,2.5,2430,2,3,2003,medium,Yes,"5,10,000"
809002435,3,2.5,1940,1.5,5,1906,medium,No,"7,25,000"
3421079032,1,0,670,1,3,1966,premium,No,"75,000"
3797000295,2,1,880,1,3,1927,low,Yes,"4,92,000"
1775801260,4,2.5,1930,1,4,1977,low,No,"4,25,000"
4055701200,4,2.75,3120,1,4,1963,medium,No,"19,55,000"
7137960030,3,2.5,1830,2,3,1994,premium,Yes,"2,98,900"
7880010060,4,2.5,3230,2,4,1987,low,Yes,"6,99,000"
3797001920,2,1,700,1,4,1918,low,Yes,"3,10,000"
3901100055,3,1.75,1010,1,3,1961,medium,No,"3,50,000"
8069000075,4,1.75,2460,1,3,1961,low,No,"7,90,000"
1541700240,4,2.5,2230,2,3,2003,low,No,"3,05,000"
6064800710,3,2.5,1570,2,3,2003,premium,Yes,"3,15,000"
1865810060,5,3.5,2390,2,5,1977,low,Yes,"2,67,500"
7533800295,4,3.25,3460,2,3,1950,premium,No,"17,50,000"
5415300060,6,3.5,2400,2,3,1987,premium,Yes,"4,35,000"
3876100320,6,4.5,2940,1.5,4,1966,low,Yes,"4,82,500"
1247600105,5,5.25,8010,2,3,1999,low,No,"51,10,800"
3705900238,3,1.75,1570,1,4,1959,medium,Yes,"4,39,995"
3876200070,3,3,1520,1,3,1967,premium,Yes,"4,60,000"
4388000140,3,1,1070,1,4,1971,premium,Yes,"1,94,000"
3523029041,2,0.75,440,1,4,1943,premium,No,"2,90,000"
3110800260,4,2,2440,1,5,1963,low,No,"2,74,700"
3131201290,4,2.5,2660,2,5,1910,premium,Yes,"9,00,000"
1117200390,4,4,4460,2,3,2001,medium,No,"11,50,000"
8956000350,3,2.5,2010,2,3,2008,low,No,"6,05,000"
7853210140,3,2.5,1450,2,3,2004,premium,No,"3,59,000"
3250500140,3,1.75,1400,1,3,1951,premium,Yes,"8,50,000"
2767601375,3,2,1500,2,3,2002,medium,No,"5,05,000"
9465910320,3,2.5,2500,2,3,1990,medium,Yes,"5,65,000"
3334000055,2,1.75,1280,1,4,1955,premium,Yes,"5,85,000"
7893800335,4,3.25,3380,2,3,1990,low,No,"3,28,000"
3586500700,4,2.75,2910,1,3,1957,low,Yes,"7,49,950"
3630180400,4,2.5,3060,2,3,2006,premium,No,"8,26,000"
3210950510,3,1,1330,1,4,1977,premium,No,"5,35,000"
1224069074,4,2.5,3300,2,4,1991,medium,Yes,"9,25,000"
7625700935,3,3.5,3250,2,3,2001,medium,Yes,"8,75,000"
7856610200,4,2.25,2530,1,5,1976,premium,No,"9,02,000"
7287100135,3,1,1830,1,3,1951,medium,No,"4,23,000"
1023059324,3,1,1170,1,4,1968,low,No,"2,35,000"
6398000171,2,2,2930,1,4,1980,low,No,"5,45,000"
6149700350,2,1,1230,1,3,1961,medium,Yes,"3,43,000"
9558020890,3,2.5,1620,2,3,2002,medium,Yes,"3,34,950"
2624049185,3,1.75,1760,1,3,1956,premium,Yes,"4,05,000"
236400260,4,1,1440,1,3,1959,premium,No,"2,20,000"
3826000560,2,1,1740,1,3,1947,low,Yes,"1,73,000"
7011201245,3,1,1270,1.5,3,1906,medium,Yes,"6,55,000"
9222400510,2,1,880,1,3,1924,medium,Yes,"4,06,000"
9455200570,6,2.5,2560,1,3,1961,medium,Yes,"6,32,000"
2112700030,5,2.75,1540,1,3,1990,premium,No,"3,57,000"
8658300260,3,1.75,1150,1,3,1964,medium,Yes,"3,61,000"
3996900160,2,1,770,1,3,1948,low,Yes,"2,77,000"
5561400340,4,3.75,4610,1,4,1980,medium,Yes,"6,30,000"
11900140,3,2.5,1850,2,3,2003,medium,Yes,"2,54,000"
6071600340,3,2.25,1840,1,3,1961,low,No,"4,72,800"
1231000510,3,1.75,1490,1,3,1913,low,No,"2,63,000"
1231000510,3,1.75,1490,1,3,1913,medium,Yes,"5,10,000"
7683800192,3,1,960,1,4,1952,premium,No,"1,79,950"
4123400340,4,2.25,1580,1,3,1973,low,No,"5,25,000"
5458300685,3,2.5,1260,3,3,2008,low,No,"4,79,000"
194000505,3,2,1940,1,5,1940,medium,No,"6,51,000"
3885804305,4,1.75,2490,1,4,1958,low,Yes,"9,49,000"
3971700560,5,2.5,2520,1.5,3,1942,premium,No,"3,92,400"
8585400135,4,1.75,1760,1,4,1950,premium,No,"5,85,000"
8691500990,4,2.5,4190,2,3,2004,medium,Yes,"4,60,000"
2770606685,3,1,1170,1,3,1951,medium,Yes,"4,70,000"
8856971000,3,2.5,1600,2,3,2003,low,Yes,"2,45,000"
1026049082,4,2,2760,2,4,1978,medium,Yes,"5,00,000"
2095800400,3,2.5,2090,2,3,1989,premium,No,"4,55,000"
7852030240,4,2.5,2320,2,3,1999,low,Yes,"4,85,500"
6321000045,5,3.25,4110,2,3,1921,low,No,"18,75,000"
3751600030,2,1,770,1,3,1978,low,No,"1,00,000"
4046500510,3,1.75,1410,1,3,1982,low,Yes,"3,07,000"
8029520240,4,3.5,3660,2,3,1994,low,Yes,"4,75,000"
7016310030,4,2.5,2180,1,3,1972,low,No,"3,30,000"
1238500451,3,1,1110,1,4,1960,low,No,"1,30,000"
4401150070,3,2.5,2280,2,3,1998,premium,Yes,"3,20,000"
3331000070,4,2.5,2820,2,3,2013,premium,Yes,"7,35,000"
2636900126,4,2.5,1570,1,3,1972,premium,Yes,"3,65,000"
1842900030,3,1.5,1200,1,4,1968,medium,No,"2,34,000"
1761300310,4,2,1710,1.5,3,1970,premium,No,"2,11,000"
5249800729,6,3.5,3000,2,3,1969,medium,Yes,"6,80,000"
5104511600,4,3,2800,2,3,2002,premium,No,"4,57,000"
8663370060,3,2.25,1640,2,3,1989,medium,Yes,"3,49,000"
613400030,3,2.75,2030,1,3,1979,low,No,"3,60,000"
6004510240,4,2.5,2530,2,3,1998,premium,No,"3,50,000"
1450100070,3,1,990,1,5,1960,premium,Yes,"2,08,000"
6117501820,2,1,790,1,4,1942,medium,Yes,"2,50,275"
6117501820,2,1,790,1,4,1942,low,Yes,"4,35,000"
5420300240,3,1.75,1800,1,3,1984,low,No,"2,70,000"
4140900140,3,1.75,1650,1,4,1961,medium,No,"4,38,000"
1630700135,4,2,1980,2,3,1938,low,Yes,"6,59,000"
5166700055,4,2.75,2340,1,4,1974,medium,No,"6,45,000"
3224600310,4,2.5,2790,2,3,1999,low,Yes,"6,85,100"
7227802030,7,3,2800,1,3,1963,medium,No,"3,50,000"
226059078,2,1,1840,1,3,1955,medium,Yes,"3,75,000"
1796100140,3,1.5,1350,1,2,1966,premium,No,"1,70,000"
5309100140,4,2.5,3030,3,3,2005,medium,No,"8,80,000"
8658300510,4,2.5,1980,2,3,2008,premium,No,"4,10,500"
8691300060,4,2.5,3690,2,3,1996,medium,No,"7,80,000"
9103000393,5,4.5,3732,2.5,3,2001,premium,Yes,"12,25,000"
8682281170,2,1.75,1510,1,3,2005,premium,No,"4,49,000"
472000055,3,1.75,2000,1,4,1921,premium,Yes,"5,46,000"
2473400570,3,2,1760,1,5,1977,premium,Yes,"3,17,000"
3449500135,3,1,1270,1,4,1958,premium,Yes,"2,76,900"
1926049355,5,2,2620,1,3,1965,premium,Yes,"3,99,000"
8650000070,5,2.75,2630,1,4,1976,medium,No,"4,95,000"
8732131200,3,1.75,2270,1,4,1978,medium,Yes,"2,58,000"
1624079051,2,2.5,2410,1,4,1912,premium,No,"6,00,000"
993001629,3,2.75,1120,3,3,1999,premium,No,"2,65,000"
3832711040,5,2.75,3030,1,4,1978,medium,No,"3,21,000"
5244801230,5,2.25,2120,1.5,4,1910,low,No,"6,82,000"
2798600240,4,2.5,1720,2,3,2000,low,Yes,"2,95,700"
5701800030,4,2.5,2150,2,3,1985,low,No,"6,09,000"
7636800041,3,4.5,4380,2,3,1968,low,Yes,"9,95,000"
3904901200,3,2.25,2010,2,4,1986,medium,No,"5,30,000"
4109600055,5,2.5,3150,2,5,1907,premium,No,"6,14,000"
3339400349,3,2.5,2500,1,3,1986,medium,Yes,"3,90,000"
7202340370,3,2.5,1690,2,3,2004,premium,No,"4,67,000"
9477500060,6,2.5,3300,1,3,1980,premium,No,"4,84,000"
4310701600,3,2.5,1240,3,3,2003,premium,No,"3,40,000"
2215450060,3,2.5,2200,2,3,1994,premium,No,"3,02,495"
2919702075,3,1.75,1620,1,5,1927,premium,No,"5,32,500"
8079030350,3,2.5,2420,2,3,1993,medium,Yes,"4,41,500"
7893804340,4,2.5,2680,1,4,1967,medium,No,"4,70,000"
4389200765,4,3.25,4250,2,3,2004,low,No,"23,00,000"
1822069116,3,2.5,2400,1,3,1996,premium,Yes,"5,90,000"
7276100282,3,1.75,2300,1,3,1942,premium,No,"3,20,000"
567000392,2,2,920,2,3,2009,medium,Yes,"3,63,000"
5729200030,4,2.25,2350,2,4,1977,premium,No,"7,47,500"
8682220390,2,2.5,2630,2,3,2003,low,No,"7,50,000"
9828700200,4,3,2170,2,4,1982,premium,Yes,"8,31,000"
7852180560,3,2.5,1700,2,3,2004,low,No,"4,03,000"
3655400060,3,2.5,2470,2,3,2005,medium,No,"4,45,000"
7955030060,3,1,1250,1,4,1970,low,Yes,"3,45,000"
8964800445,3,3.5,3110,1,3,2003,medium,Yes,"22,60,000"
6204410200,3,2,1530,1,3,1977,medium,No,"3,71,025"
7625702400,2,1,960,1,3,1916,medium,Yes,"3,55,000"
5113200310,3,1,1240,1,4,1972,low,No,"2,70,000"
7893802800,4,2.75,2440,2,4,1957,low,Yes,"4,25,000"
2473003210,3,1.75,2320,1,3,1967,premium,No,"3,64,808"
1402600570,3,2.25,1580,1,3,1981,low,Yes,"3,20,000"
8944460030,4,2.5,2963,2,3,2006,premium,Yes,"3,25,000"
2473480560,3,2.25,2470,2,3,1984,premium,Yes,"3,50,000"
3365900465,3,1.5,1370,1,3,1947,premium,Yes,"1,70,000"
5341600030,2,1,960,1,4,1984,premium,Yes,"2,55,000"
6073500160,3,1,1130,1,3,1947,medium,Yes,"5,50,000"
2025760160,4,4.25,4930,2,3,2005,low,Yes,"8,35,000"
9393700140,3,1,1150,1,4,1946,medium,Yes,"4,20,000"
5458800125,4,2.5,2190,2.5,5,1958,low,Yes,"9,25,000"
2492200435,2,1.5,1490,1,3,1956,medium,No,"3,89,250"
3759500046,3,2.5,2600,1,3,2004,medium,Yes,"7,48,000"
8648220260,3,1.75,1530,1,3,1988,medium,No,"2,84,000"
6392001670,4,2,1680,1,3,1950,medium,Yes,"5,88,000"
2026049155,3,1.75,1680,1,4,1963,low,No,"3,72,500"
2329800240,4,3,1900,2,4,1988,low,No,"2,85,000"
3380900125,3,1,1570,1,3,1954,low,Yes,"3,60,000"
1324079041,3,1,1370,1,4,1930,premium,Yes,"2,75,000"
8682230550,2,2,1350,1,3,2003,low,No,"4,28,000"
853400240,6,2.5,3010,2,3,1969,low,No,"8,47,000"
2130702075,3,1,1010,1,4,1977,low,Yes,"3,16,000"
3260810260,3,2.5,2050,2,3,2000,medium,Yes,"3,75,000"
2878600200,3,1,1670,1,3,1967,low,Yes,"5,33,000"
7298040310,5,2.5,3840,2,3,1991,premium,No,"5,56,000"
766000240,4,2,2220,1,3,1966,low,Yes,"2,25,000"
3459700340,4,2.5,2590,1,4,1978,premium,Yes,"5,37,250"
2473251180,3,1,1180,1,4,1967,low,Yes,"2,55,000"
2407900200,4,2.5,2950,2,3,2006,low,Yes,"5,30,000"
7558700030,6,6,7390,2,4,1991,medium,Yes,"53,00,000"
203600140,3,2.75,2150,2,3,1996,medium,No,"5,95,000"
4037800140,4,2,2100,1,4,1958,low,No,"5,48,000"
1683600240,3,1.75,1650,1,3,1980,premium,Yes,"2,34,975"
1962200036,3,1.75,1620,2.5,3,2005,low,Yes,"6,00,000"
1775800510,4,1,1750,1,4,1967,low,No,"4,32,000"
1822350070,3,1.5,1380,2,3,1986,low,Yes,"4,55,000"
7772400160,3,1.75,1510,1,3,1965,low,No,"2,79,950"
273900030,3,1.5,1600,1,4,1963,premium,Yes,"2,67,500"
3323069084,4,2.5,1840,2,3,2000,medium,No,"6,20,000"
4337000160,2,1,830,1,2,1943,medium,No,"1,10,000"
9126100550,3,3.5,1810,2,4,2009,medium,Yes,"6,25,000"
5101405274,2,1,910,1,3,1952,low,No,"3,89,000"
4232400860,4,2,2120,2,3,1905,premium,Yes,"12,00,000"
2723069082,4,2.25,2510,2,4,1977,low,No,"7,88,500"
7436500270,5,2.25,2100,1,3,1974,premium,Yes,"5,67,000"
5153200030,2,2.25,2690,1,3,1987,premium,Yes,"5,15,000"
4022900125,4,2.5,2430,1,5,1968,premium,Yes,"6,05,000"
7841300505,4,3.75,2452,2,3,1936,medium,No,"4,30,000"
573000685,2,1.75,1550,1,3,1920,medium,Yes,"8,05,000"
8961990160,3,2.5,2080,2,3,1999,premium,Yes,"5,67,500"
1250202255,3,1.75,1290,1,5,1916,medium,Yes,"6,47,500"
7234600796,2,1.75,1850,2.5,4,1903,medium,No,"4,95,000"
3630180340,4,2.5,3370,2,3,2006,premium,Yes,"8,25,000"
5104450070,4,2.25,2730,2,4,1987,low,No,"4,35,000"
9477100060,3,1.75,1300,1,5,1968,low,No,"4,45,950"
4139440830,5,2.75,3040,2,3,1993,medium,No,"9,60,000"
6772200055,4,3,2440,1.5,5,1929,medium,Yes,"7,80,000"
8731982190,3,2.25,1720,1,4,1969,medium,Yes,"2,74,500"
6300000335,5,3,3230,1.5,4,1909,medium,No,"7,29,953"
9301300751,3,1.5,1200,2,3,2008,low,Yes,"4,64,950"
9542100135,4,1.75,2350,1,3,1959,medium,Yes,"6,20,000"
8691410700,4,3.5,3100,2,3,2005,low,No,"7,35,000"
217500135,4,2.25,2040,1,3,1959,low,No,"4,50,000"
3731800055,4,1,2000,1.5,3,1916,low,Yes,"4,50,000"
7234600786,4,2.5,2160,2.5,4,1902,low,No,"8,42,500"
2423059104,3,2,1970,1,3,1979,medium,Yes,"3,60,000"
1823039205,3,2.5,2270,2,3,1998,premium,No,"5,85,000"
2423020260,3,2.25,1850,1,4,1977,medium,Yes,"4,61,000"
2695600070,2,1,1350,1,3,1949,medium,Yes,"3,45,000"
6844703240,3,2.5,3280,1,3,1970,low,No,"10,75,000"
3904940070,4,2.5,2270,2,3,1988,medium,Yes,"6,43,000"
1939130070,4,2.5,2820,2,3,1990,medium,Yes,"6,90,000"
5589300370,4,1,1200,1.5,3,1949,medium,No,"2,82,000"
3526039116,3,1.75,2000,1,4,1951,medium,Yes,"5,49,000"
6821600390,3,2,2310,2,4,1926,low,Yes,"8,15,000"
1925069082,5,4.25,4640,2,5,1952,premium,Yes,"22,00,000"
8100400160,3,2.25,2330,2,4,1984,premium,No,"7,00,000"
5556300102,3,2.5,3940,2,3,1992,premium,No,"9,33,399"
7222000393,3,1,1440,1,3,1967,low,No,"2,90,000"
9407001860,4,1.75,1960,1,5,1979,premium,No,"3,72,000"
9468200140,2,1.75,1250,1,4,1920,premium,No,"4,50,000"
3295950240,3,2.5,1981,2,3,2010,premium,Yes,"3,03,700"
3905000340,4,2.5,2440,2,4,1989,premium,Yes,"6,72,000"
3374300070,4,1.5,1150,1.5,3,1970,low,Yes,"3,34,000"
7812800310,2,1,1120,1,3,1944,low,No,"2,60,000"
7015200685,3,1.75,1800,1,4,1941,medium,Yes,"7,49,950"
3521069051,4,2.25,2380,2,4,1984,medium,No,"3,30,000"
8032700140,5,3,2920,2,3,1960,medium,Yes,"8,30,000"
6117500320,3,2.25,2790,1,3,2006,medium,No,"11,31,000"
7305300045,3,1,1560,1,4,1948,medium,Yes,"3,20,000"
922069139,2,1,1550,1.5,5,1920,premium,Yes,"2,60,000"
84000335,3,2,1700,1,5,1945,medium,No,"2,25,000"
9232400055,1,1,640,1,3,1939,medium,Yes,"2,79,200"
1453600202,4,3.5,2680,2,3,1942,low,Yes,"5,20,000"
3904910520,3,2.5,1860,2,4,1987,low,No,"5,05,000"
5469300270,3,1.75,1490,1,4,1975,medium,Yes,"2,34,000"
8681660060,4,2.5,2470,2,3,2005,low,Yes,"5,03,000"
3902300350,4,2.25,2390,1,4,1979,low,No,"6,06,000"
6392003490,3,1,1230,1,4,1937,premium,No,"4,33,500"
3342700465,3,1.5,2840,1,3,1951,premium,No,"2,50,000"
2592210160,3,2.5,2120,2,4,1984,medium,No,"7,19,000"
616000160,3,2,1770,1,4,1959,medium,No,"3,81,000"
1687000270,3,2.5,2495,2,3,2007,medium,Yes,"2,67,000"
4102000075,1,0.75,1170,1,5,1962,low,No,"2,75,000"
8078460550,4,2.5,2740,2,3,1993,premium,No,"6,51,000"
2710600070,2,1,1050,1,3,1949,medium,Yes,"4,39,000"
37000435,2,1,1130,1,4,1955,medium,Yes,"3,25,000"
5100401414,2,1,880,1,3,1938,low,Yes,"4,90,000"
5631500254,4,2.5,2403,2,3,1999,low,Yes,"5,19,900"
8567300140,4,2.75,3410,2,3,1984,medium,Yes,"5,45,000"
98000060,4,4,5320,2,3,2003,low,No,"10,62,500"
2205500400,4,1.75,1900,1,4,1955,premium,Yes,"5,42,000"
1726069084,4,1.75,1810,2,4,1961,premium,No,"4,65,000"
8682291840,2,2,1200,1,3,2006,low,Yes,"4,08,000"
5003600240,4,2.5,2060,2,3,2000,premium,No,"2,92,000"
5636000400,3,1.75,1250,1,3,1994,low,Yes,"2,53,000"
3298700125,2,1,910,1,5,1942,low,No,"2,80,000"
7880000060,3,2.25,2560,2,3,1986,low,No,"6,58,588"
7811200310,4,2.25,1920,1,4,1969,medium,No,"6,35,000"
5255690160,4,2.25,2240,2,3,1978,medium,No,"4,39,000"
869700320,3,2.5,1260,2,3,1999,premium,No,"3,00,000"
6052401631,3,1.5,1360,1,4,1960,medium,No,"3,45,000"
5089700260,4,2.25,2100,2,3,1978,low,No,"2,83,500"
9473200105,2,1,2110,1.5,3,1911,low,No,"4,25,000"
6678900140,3,1.75,2210,1,3,1974,premium,No,"6,85,000"
9552700550,3,2.5,2360,2,3,1983,medium,No,"7,50,000"
2171400218,4,1.5,1280,1,3,1960,medium,Yes,"2,45,000"
9122001231,6,3.75,2740,1,3,1962,medium,No,"5,85,444"
6639900012,4,2.5,2740,2,3,2009,medium,No,"7,06,000"
8151601090,4,2,2630,1.5,3,1944,medium,Yes,"4,45,000"
6664900260,3,2,1650,1,3,1990,premium,No,"2,41,000"
7663700030,2,2.5,1770,2,3,1957,premium,No,"11,75,000"
952000055,3,1,1500,1.5,4,1927,medium,Yes,"5,30,000"
4292300024,3,1.5,1430,1,3,1948,medium,Yes,"3,50,000"
8073000550,4,3.75,3190,2,3,1999,medium,No,"17,00,000"
9238450160,3,1,1280,1,3,1968,premium,Yes,"3,89,000"
6127600036,4,2.75,2390,2,4,1945,medium,No,"7,99,000"
1370801331,4,2.5,4040,1,4,1951,low,No,"14,00,000"
3500100226,2,1,920,1,5,1947,premium,No,"3,40,895"
319500570,4,2.5,2730,2,3,1996,premium,Yes,"7,80,000"
3751604974,2,1.5,1320,1,3,1993,medium,No,"3,50,000"
7852030320,3,2.5,2620,2,3,1999,medium,No,"4,70,000"
2481630070,4,3,3180,2,3,1985,premium,Yes,"9,14,600"
4299000030,4,2.5,2900,2,3,2005,low,No,"3,54,000"
3886902590,5,2,1900,1.5,4,1920,premium,No,"4,70,000"
9178601000,3,2,1760,1,5,1927,premium,No,"7,15,000"
2861100030,2,1,760,1,4,1950,medium,No,"2,65,000"
9471200370,4,3,3710,2,5,1936,low,No,"25,37,000"
625049286,3,1,1530,1,3,1950,medium,No,"6,40,000"
133000135,4,1.75,1990,2,4,1929,medium,Yes,"2,90,000"
7214700830,5,4.75,3830,1,3,1976,low,No,"4,80,000"
4473400045,3,2,2040,1,5,1954,medium,No,"5,35,000"
9413600350,3,1.75,2170,1,5,1965,premium,Yes,"9,07,000"
1138010520,3,1.75,1620,1,4,1974,premium,No,"4,59,000"
7431500341,3,2.5,3600,1,3,1950,low,No,"13,55,000"
8830400135,3,1.5,1470,1,3,1967,low,Yes,"2,64,950"
5694000710,3,1,1760,1.5,1,1900,low,Yes,"3,52,950"
1951820070,3,2.25,2230,1,4,1974,premium,Yes,"4,91,500"
6137500320,4,3.5,3770,2,3,1989,low,Yes,"12,29,000"
6703100070,3,1,1200,1,4,1952,premium,Yes,"3,69,500"
339350070,3,2.5,2090,2,3,2004,low,Yes,"5,66,000"
7399300860,3,2.25,1500,1,4,1968,premium,Yes,"2,90,000"
8907500070,5,5,8000,2,3,2009,premium,No,"53,50,000"
8651430560,3,1,870,1,3,1969,premium,No,"1,80,000"
2228900270,2,1,1010,1,4,1944,low,No,"2,15,000"
2228900270,2,1,1010,1,4,1944,medium,Yes,"3,02,000"
6880200030,3,1.75,1860,1,3,1986,premium,No,"3,52,500"
7227501170,4,2,1330,1,4,1942,premium,Yes,"2,35,867"
7504460200,3,2.25,1760,2,3,1978,medium,No,"5,00,000"
1559900200,3,2.25,1800,2,3,1995,medium,No,"3,82,000"
546000400,5,2.5,1690,1.5,3,1930,premium,No,"5,15,000"
1596600060,1,1,660,1,3,1919,low,No,"2,50,000"
6021501920,3,2.25,2400,1.5,4,1939,medium,Yes,"6,72,500"
3275860270,3,2.25,3020,2,3,1989,low,Yes,"7,55,000"
5457300703,3,1,1500,2,3,1910,medium,No,"7,07,500"
2919700885,4,2,1560,1,4,1924,low,Yes,"4,59,000"
1951500030,3,1,1090,1.5,3,1959,medium,Yes,"1,40,000"
9550200310,2,1,970,1,3,1905,low,No,"4,95,000"
3630120700,3,3.25,3190,2,3,2007,medium,Yes,"7,57,000"
3630120700,3,3.25,3190,2,3,2007,medium,Yes,"7,65,000"
6370000070,4,1.5,1890,1,4,1955,medium,Yes,"3,59,000"
7935000125,3,1,1050,1,3,1900,premium,Yes,"4,40,000"
3034200058,4,1.5,1390,1,3,1965,low,No,"4,00,000"
2856102336,3,2,1700,1,4,1941,medium,No,"6,52,000"
2523039239,3,1.75,1050,1,3,1980,low,Yes,"2,60,000"
5452800310,5,3,3340,1,3,1964,low,No,"13,28,000"
2724069070,4,2,1540,1,3,1964,medium,No,"5,19,500"
6690500320,3,1,1710,1.5,4,1928,premium,No,"6,50,000"
2413301070,4,2.25,2100,2,3,1978,low,Yes,"2,80,000"
1562100030,4,1.75,1730,1,4,1965,low,Yes,"5,15,000"
7941140070,3,2.25,1500,2,3,1986,medium,No,"4,00,000"
1703050520,3,2.5,2380,2,3,2003,medium,No,"6,52,100"
2412600030,6,3,2180,2,3,1980,premium,Yes,"2,35,000"
5266300140,4,1.5,1840,2,3,1907,low,No,"7,01,000"
11520030,4,2.5,2341,2,3,1997,medium,Yes,"6,40,000"
