Transaction_ID,Date,Customer_ID,Customer_Age,Gender,Location,Product_Category,Product_Name,Unit_Price,Quantity,Discount_Applied,Total_Revenue,Payment_Method,Delivery_Time_Days,Customer_Rating
TXN11435,10-11-2023,CUST_8498,36,Female,India,Apparel,Winter Jacket,17.95,2,0.25,26.92,Credit Card,4,4.5
TXN11436,10-11-2023,CUST_5258,19,Male,India,Apparel,Winter Jacket,39.46,3,0.22,92.34,Credit Card,7,4.9
TXN11437,10-11-2023,CUST_8896,31,Female,India,Apparel,Denim Jeans,15,2,0.29,21.3,Bank Transfer,3,3.1
TXN11438,10-11-2023,CUST_23619,51,Female,UAE,Home & Kitchen,Blender,277.04,3,0.25,623.34,Credit Card,8,3.5
TXN11439,10-11-2023,CUST_8277,28,Male,USA,Electronics,Smartwatch,572.22,4,0.18,1876.88,Credit Card,4,4.6
TXN11440,10-11-2023,CUST_8772,31,Female,USA,Home & Kitchen,Microwave Oven,155.58,2,0.26,230.26,Credit Card,2,3.2
TXN11441,10-11-2023,CUST_18281,29,Female,Germany,Electronics,Gaming Laptop,749.31,3,0.18,1843.3,PayPal,2,3
TXN11442,10-11-2023,CUST_15762,34,Male,USA,Beauty,Perfume,49.01,3,0.29,104.39,Bank Transfer,12,1.9
TXN11443,10-11-2023,CUST_15186,29,Non-binary,UAE,Electronics,4K Smart TV,906.64,4,0.21,2864.98,Credit Card,1,3.5
TXN11444,10-11-2023,CUST_21705,39,Female,Pakistan,Sports,Cycling Helmet,159.91,2,0.26,236.67,Crypto,11,2.2
TXN11445,10-11-2023,CUST_7789,36,Female,USA,Apparel,Denim Jeans,38.36,5,0.21,151.52,PayPal,8,3.7
TXN11446,10-11-2023,CUST_7519,42,Female,India,Electronics,Wireless Noise-Canceling Headphones,1445.35,2,0.16,2428.19,Credit Card,12,2.6
TXN11447,10-11-2023,CUST_16459,24,Male,Germany,Electronics,Smartwatch,515.71,5,0.23,1985.48,Credit Card,5,4.2
TXN11448,10-11-2023,CUST_16392,31,Female,UK,Apparel,Winter Jacket,49.73,3,0.29,105.92,PayPal,8,4.1
TXN11449,10-11-2023,CUST_22708,32,Female,Pakistan,Apparel,Running Shoes,93.56,2,0.2,149.7,Credit Card,10,3.3
TXN11450,10-11-2023,CUST_8918,39,Male,UAE,Home & Kitchen,Vacuum Cleaner,261.32,2,0.26,386.75,Credit Card,9,3.7
TXN11451,10-11-2023,CUST_6628,27,Non-binary,Pakistan,Electronics,Wireless Noise-Canceling Headphones,170.28,2,0.26,252.01,Crypto,12,2.8
TXN11452,10-11-2023,CUST_21396,44,Female,UAE,Apparel,Running Shoes,31.56,3,0.16,79.53,Credit Card,10,3.1
TXN11453,10-11-2023,CUST_20292,46,Male,UK,Home & Kitchen,Blender,83.31,2,0.2,133.3,Bank Transfer,12,2.6
TXN11454,10-11-2023,CUST_12185,25,Male,UK,Electronics,4K Smart TV,805.72,4,0.23,2481.62,Bank Transfer,1,4.1
TXN11455,10-11-2023,CUST_9027,30,Female,India,Beauty,Moisturizing Cream,21.2,4,0.19,68.69,PayPal,10,3.7
TXN11456,10-11-2023,CUST_6708,29,Male,USA,Apparel,Running Shoes,45.39,5,0.19,183.83,Credit Card,7,3.1
TXN11457,10-11-2023,CUST_10363,61,Male,USA,Sports,Yoga Mat,159.73,3,0.23,368.98,Bank Transfer,1,3.5
TXN11458,10-11-2023,CUST_21768,30,Non-binary,Pakistan,Apparel,Winter Jacket,69.38,4,0.23,213.69,PayPal,3,3.2
TXN11459,10-11-2023,CUST_8122,51,Female,USA,Sports,Yoga Mat,73.2,2,0.27,106.87,PayPal,10,4.4
TXN11460,10-11-2023,CUST_17974,22,Female,USA,Beauty,Face Wash,12.17,4,0.27,35.54,Bank Transfer,3,3.2
TXN11461,10-11-2023,CUST_19521,25,Male,UK,Sports,Dumbbell Set,109.39,3,0.2,262.54,Crypto,1,4.2
TXN11462,10-11-2023,CUST_8026,28,Male,UK,Home & Kitchen,Air Fryer,66.58,2,0.18,109.19,PayPal,8,3.5
TXN11463,10-11-2023,CUST_15825,26,Male,UK,Apparel,Denim Jeans,78.93,2,0.21,124.71,Credit Card,14,2
TXN11464,10-11-2023,CUST_11807,32,Female,UK,Electronics,Smartwatch,451.18,5,0.29,1601.69,Bank Transfer,13,2.1
TXN11465,10-11-2023,CUST_15662,27,Male,USA,Electronics,Smartwatch,1092.52,2,0.18,1791.73,PayPal,1,4.2
TXN11466,10-11-2023,CUST_15882,26,Male,UAE,Sports,Yoga Mat,180.09,2,0.3,252.13,Credit Card,6,3.3
TXN11467,10-11-2023,CUST_8557,46,Female,UAE,Home & Kitchen,Blender,299.36,4,0.24,910.05,Credit Card,7,3.7
TXN11468,10-11-2023,CUST_7639,47,Female,UK,Apparel,Formal Shirt,137.08,3,0.2,328.99,Credit Card,4,4.8
TXN11469,10-11-2023,CUST_10245,44,Female,UK,Home & Kitchen,Vacuum Cleaner,127.83,2,0.29,181.52,Credit Card,1,4.5
TXN11470,10-11-2023,CUST_23707,40,Female,UAE,Beauty,Hair Serum,78.64,3,0.26,174.58,PayPal,11,1.5
TXN11471,10-11-2023,CUST_17974,35,Male,Germany,Apparel,Formal Shirt,30.7,5,0.27,112.05,PayPal,6,4.7
TXN11472,10-11-2023,CUST_9245,30,Male,UAE,Apparel,Denim Jeans,135.53,4,0.29,384.91,Credit Card,12,1.7
TXN11473,10-11-2023,CUST_14512,25,Non-binary,UAE,Sports,Dumbbell Set,47.92,4,0.27,139.93,Credit Card,4,3.2
TXN11474,10-11-2023,CUST_14455,38,Male,India,Home & Kitchen,Microwave Oven,132.49,2,0.29,188.14,PayPal,8,3.7
TXN11475,10-11-2023,CUST_21736,23,Female,UAE,Electronics,Smartphone 128GB,539.32,4,0.23,1661.11,PayPal,1,3.1
TXN11476,10-11-2023,CUST_6348,25,Female,UAE,Home & Kitchen,Microwave Oven,199.56,5,0.24,758.33,PayPal,12,2
TXN11477,10-11-2023,CUST_13470,46,Female,Germany,Electronics,Smartwatch,935.25,3,0.19,2272.66,Credit Card,1,3.5
TXN11478,10-11-2023,CUST_12283,54,Male,USA,Sports,Yoga Mat,189.97,4,0.25,569.91,Credit Card,5,3.1
TXN11479,10-11-2023,CUST_6846,38,Female,UK,Apparel,Cotton T-Shirt,105.67,4,0.16,355.05,PayPal,4,3.5
TXN11480,10-11-2023,CUST_22410,46,Male,USA,Sports,Football,168.75,2,0.29,239.62,PayPal,5,4.8
TXN11481,10-11-2023,CUST_14265,32,Male,Pakistan,Home & Kitchen,Air Fryer,94.36,4,0.21,298.18,PayPal,4,3.7
TXN11482,10-11-2023,CUST_9929,21,Female,USA,Home & Kitchen,Coffee Maker,52.49,5,0.28,188.96,Credit Card,9,4.8
TXN11483,10-11-2023,CUST_12253,41,Female,Germany,Sports,Tennis Racket,156.82,4,0.16,526.92,Credit Card,2,3.8
TXN11484,10-11-2023,CUST_8414,40,Female,Germany,Apparel,Formal Shirt,45.05,3,0.29,95.96,PayPal,7,3.4
TXN11485,10-11-2023,CUST_21833,35,Female,India,Electronics,Smartwatch,335.7,5,0.28,1208.52,PayPal,11,1
TXN11486,10-11-2023,CUST_21305,32,Male,UK,Apparel,Winter Jacket,111.66,5,0.15,474.55,Credit Card,7,4.7
TXN11487,11-11-2023,CUST_9643,44,Male,Germany,Home & Kitchen,Coffee Maker,179.54,5,0.18,736.11,Credit Card,4,3.8
TXN11488,11-11-2023,CUST_17704,25,Male,Germany,Apparel,Denim Jeans,139.77,4,0.23,430.49,PayPal,14,1.9
TXN11489,11-11-2023,CUST_8688,27,Female,USA,Apparel,Denim Jeans,75.81,4,0.21,239.56,Bank Transfer,6,4.6
TXN11490,11-11-2023,CUST_20569,24,Male,Pakistan,Sports,Tennis Racket,16.64,5,0.16,69.89,Credit Card,3,3.3
TXN11491,11-11-2023,CUST_10650,35,Male,UK,Electronics,Gaming Laptop,441.72,5,0.26,1634.36,PayPal,14,1.4
TXN11492,11-11-2023,CUST_5643,24,Non-binary,India,Electronics,4K Smart TV,746.72,5,0.27,2725.53,Credit Card,3,3.3
TXN11493,11-11-2023,CUST_15483,28,Male,UAE,Electronics,Smartphone 128GB,801.93,5,0.19,3247.82,Credit Card,3,5
TXN11494,11-11-2023,CUST_11391,27,Male,India,Apparel,Formal Shirt,61.41,3,0.24,140.01,Credit Card,12,1.4
TXN11495,11-11-2023,CUST_19951,32,Female,Pakistan,Apparel,Running Shoes,62.07,3,0.17,154.55,PayPal,14,1.2
TXN11496,11-11-2023,CUST_8041,20,Male,UAE,Sports,Tennis Racket,118.86,4,0.19,385.11,Credit Card,7,4.7
TXN11497,11-11-2023,CUST_10069,35,Male,UAE,Electronics,Smartphone 128GB,657.77,4,0.19,2131.17,Credit Card,15,1.5
TXN11498,11-11-2023,CUST_23791,47,Female,Pakistan,Apparel,Denim Jeans,119.54,3,0.25,268.97,Credit Card,10,3.6
TXN11499,11-11-2023,CUST_11067,36,Non-binary,India,Beauty,Moisturizing Cream,44.13,4,0.17,146.51,Credit Card,4,4.4
TXN11500,11-11-2023,CUST_13812,50,Male,UAE,Apparel,Formal Shirt,10.12,2,0.28,14.57,Credit Card,14,3.5
TXN11501,11-11-2023,CUST_6908,48,Male,UAE,Sports,Dumbbell Set,56.53,3,0.3,118.71,PayPal,13,1.9
TXN11502,11-11-2023,CUST_12866,42,Female,UAE,Apparel,Winter Jacket,100.87,5,0.17,418.61,Bank Transfer,8,3.9
TXN11503,11-11-2023,CUST_15393,35,Male,Pakistan,Electronics,4K Smart TV,608.19,3,0.18,1496.15,PayPal,9,3.5
TXN11504,11-11-2023,CUST_15321,35,Male,Germany,Apparel,Formal Shirt,52.35,5,0.28,188.46,Credit Card,9,3.1
TXN11505,11-11-2023,CUST_13955,42,Male,UAE,Apparel,Denim Jeans,115.94,5,0.27,423.18,Bank Transfer,11,1.7
TXN11506,11-11-2023,CUST_5902,31,Male,Germany,Apparel,Formal Shirt,128.29,3,0.18,315.59,PayPal,15,1.2
TXN11507,11-11-2023,CUST_14503,18,Female,USA,Apparel,Formal Shirt,61.33,2,0.21,96.9,PayPal,14,2.4
TXN11508,11-11-2023,CUST_6880,39,Male,USA,Apparel,Formal Shirt,36.34,3,0.3,76.31,Credit Card,5,4.6
TXN11509,11-11-2023,CUST_9685,23,Male,USA,Electronics,Smartwatch,467.16,5,0.24,1775.21,Credit Card,3,3.1
TXN11510,11-11-2023,CUST_23681,25,Female,Pakistan,Apparel,Running Shoes,28.04,4,0.15,95.34,Credit Card,9,3.2
TXN11511,11-11-2023,CUST_9684,35,Male,India,Apparel,Formal Shirt,80.41,3,0.18,197.81,Credit Card,15,3.5
TXN11512,11-11-2023,CUST_11880,34,Female,UK,Beauty,Perfume,22.91,5,0.26,84.77,Credit Card,6,4.5
TXN11513,11-11-2023,CUST_22519,20,Male,Germany,Sports,Football,64.99,4,0.19,210.57,Credit Card,11,1.5
TXN11514,11-11-2023,CUST_7592,36,Female,India,Home & Kitchen,Coffee Maker,189,5,0.25,708.75,Bank Transfer,10,3.5
TXN11515,11-11-2023,CUST_23896,44,Female,India,Sports,Football,86.97,5,0.25,326.14,PayPal,9,5
TXN11516,11-11-2023,CUST_4296,23,Male,India,Electronics,4K Smart TV,411.75,4,0.23,1268.19,Credit Card,10,4
TXN11517,11-11-2023,CUST_22130,47,Male,India,Electronics,4K Smart TV,303.23,2,0.2,485.17,Credit Card,4,4.3
TXN11518,11-11-2023,CUST_6890,19,Female,Pakistan,Home & Kitchen,Microwave Oven,211.98,4,0.23,652.9,PayPal,12,1.1
TXN11519,11-11-2023,CUST_18413,56,Female,Germany,Electronics,Gaming Laptop,1436.62,5,0.28,5171.83,Credit Card,14,2.5
TXN11520,11-11-2023,CUST_15648,30,Male,India,Home & Kitchen,Coffee Maker,70.38,3,0.2,168.91,Credit Card,12,1.5
TXN11521,11-11-2023,CUST_5185,36,Non-binary,UK,Electronics,Smartphone 128GB,956.94,4,0.15,3253.6,Credit Card,9,3.6
TXN11522,11-11-2023,CUST_10495,18,Female,India,Electronics,Gaming Laptop,1030.62,3,0.2,2473.49,PayPal,1,3.6
TXN11523,11-11-2023,CUST_6922,34,Male,Pakistan,Electronics,Gaming Laptop,285.95,5,0.26,1058.02,Credit Card,5,3
TXN11524,11-11-2023,CUST_17590,37,Female,UAE,Sports,Dumbbell Set,37.84,2,0.23,58.27,Credit Card,11,1.6
TXN11525,11-11-2023,CUST_5108,34,Male,UAE,Electronics,Smartwatch,196.46,3,0.2,471.5,Bank Transfer,3,4.4
TXN11526,11-11-2023,CUST_13076,29,Male,UAE,Electronics,Gaming Laptop,770.11,2,0.28,1108.96,Credit Card,11,1.3
TXN11527,11-11-2023,CUST_20530,25,Male,Pakistan,Electronics,Smartwatch,1443.03,3,0.19,3506.56,PayPal,5,3.1
TXN11528,11-11-2023,CUST_21195,46,Female,UK,Sports,Cycling Helmet,186.56,3,0.2,447.74,Bank Transfer,9,3.6
TXN11529,11-11-2023,CUST_18062,35,Male,UK,Apparel,Formal Shirt,11.47,5,0.23,44.16,Bank Transfer,10,3.8
TXN11530,11-11-2023,CUST_13756,50,Female,USA,Home & Kitchen,Coffee Maker,86.55,3,0.18,212.91,Credit Card,9,5
TXN11531,11-11-2023,CUST_18996,29,Female,USA,Beauty,Lipstick Set,17.08,4,0.19,55.34,Credit Card,10,3.2
TXN11532,11-11-2023,CUST_17146,30,Female,USA,Electronics,Smartphone 128GB,306.24,5,0.26,1133.09,PayPal,3,3.1
TXN11533,11-11-2023,CUST_14389,43,Female,Germany,Electronics,Wireless Noise-Canceling Headphones,61.3,4,0.29,174.09,Bank Transfer,11,2.3
TXN11534,11-11-2023,CUST_19257,18,Female,USA,Electronics,Wireless Noise-Canceling Headphones,722.27,3,0.27,1581.77,PayPal,13,1.2
TXN11535,11-11-2023,CUST_8423,22,Male,India,Electronics,Gaming Laptop,381.72,4,0.21,1206.24,PayPal,10,4
TXN11536,11-11-2023,CUST_22887,45,Non-binary,USA,Sports,Cycling Helmet,41.88,2,0.29,59.47,Credit Card,10,4.4
TXN11537,11-11-2023,CUST_14801,23,Male,Pakistan,Home & Kitchen,Air Fryer,105.11,4,0.26,311.13,Crypto,11,2.1
TXN11538,11-11-2023,CUST_8628,18,Female,UK,Beauty,Hair Serum,37.8,2,0.22,58.97,Credit Card,14,1.3
TXN11539,11-11-2023,CUST_19401,53,Female,UAE,Sports,Tennis Racket,130.08,2,0.15,221.14,Credit Card,6,3.8
TXN11540,11-11-2023,CUST_21705,21,Male,Pakistan,Home & Kitchen,Air Fryer,166.06,2,0.18,272.34,PayPal,15,1.9
TXN11541,11-11-2023,CUST_9665,36,Male,UK,Apparel,Running Shoes,60.39,2,0.23,93,PayPal,11,1.2
TXN11542,11-11-2023,CUST_22870,35,Male,Pakistan,Electronics,Gaming Laptop,1045.35,5,0.24,3972.33,Bank Transfer,6,3.5
TXN11543,11-11-2023,CUST_6122,18,Male,India,Electronics,Wireless Noise-Canceling Headphones,1127.62,5,0.18,4623.24,Credit Card,3,3.3
TXN11544,11-11-2023,CUST_4010,32,Female,Pakistan,Electronics,Wireless Noise-Canceling Headphones,303.16,2,0.26,448.68,Credit Card,3,4.7
TXN11545,11-11-2023,CUST_6529,39,Female,UK,Sports,Football,34.75,2,0.23,53.52,Credit Card,5,3.1
TXN11546,11-11-2023,CUST_21139,38,Male,Germany,Home & Kitchen,Blender,290.51,4,0.27,848.29,Credit Card,12,2.1
TXN11547,11-11-2023,CUST_21573,44,Female,UK,Sports,Football,77.94,2,0.18,127.82,Crypto,4,3.2
TXN11548,11-11-2023,CUST_16347,31,Female,UK,Electronics,Smartphone 128GB,619.31,4,0.18,2031.34,PayPal,8,3.6
TXN11549,11-11-2023,CUST_6619,42,Non-binary,UK,Home & Kitchen,Air Fryer,125.81,4,0.3,352.27,Credit Card,7,4.9
TXN11550,11-11-2023,CUST_18220,28,Male,UK,Electronics,Smartphone 128GB,637.43,2,0.29,905.15,PayPal,7,3.8
TXN11551,11-11-2023,CUST_10035,20,Female,Pakistan,Electronics,4K Smart TV,567.62,5,0.3,1986.67,Credit Card,5,4.9
TXN11552,11-11-2023,CUST_17041,22,Non-binary,USA,Electronics,4K Smart TV,1001.23,5,0.18,4105.04,Credit Card,12,1.5
TXN11553,11-11-2023,CUST_21800,20,Female,Germany,Sports,Cycling Helmet,23.3,5,0.29,82.71,Crypto,3,3.7
TXN11554,11-11-2023,CUST_12764,45,Non-binary,USA,Electronics,Wireless Noise-Canceling Headphones,1105.05,4,0.22,3447.76,Credit Card,14,1.8
TXN11555,11-11-2023,CUST_22119,19,Non-binary,Pakistan,Sports,Dumbbell Set,147.64,2,0.16,248.04,Credit Card,6,3.4
TXN11556,11-11-2023,CUST_9149,37,Female,Germany,Sports,Yoga Mat,48.01,2,0.25,72.02,Credit Card,5,3.5
TXN11557,11-11-2023,CUST_15853,32,Female,UK,Apparel,Denim Jeans,86.92,4,0.19,281.62,Credit Card,7,4.6
TXN11558,11-11-2023,CUST_4532,33,Male,UAE,Apparel,Denim Jeans,46.43,4,0.24,141.15,Crypto,9,4.5
TXN11559,11-11-2023,CUST_19806,48,Non-binary,Pakistan,Apparel,Cotton T-Shirt,107.13,3,0.16,269.97,Credit Card,3,3.3
TXN11560,11-11-2023,CUST_9705,30,Female,USA,Apparel,Formal Shirt,143.23,3,0.27,313.67,Credit Card,1,4.5
TXN11561,11-11-2023,CUST_16228,41,Female,USA,Apparel,Winter Jacket,95.59,3,0.24,217.95,PayPal,7,4.9
TXN11562,11-11-2023,CUST_5638,35,Female,Germany,Electronics,4K Smart TV,1020.95,4,0.28,2940.34,Credit Card,6,4.5
TXN11563,11-11-2023,CUST_22287,33,Female,UAE,Apparel,Winter Jacket,91.97,4,0.25,275.91,Credit Card,11,1.1
TXN11564,11-11-2023,CUST_12619,57,Female,UK,Sports,Tennis Racket,197.79,2,0.22,308.55,Credit Card,12,1.5
TXN11565,11-11-2023,CUST_21405,20,Male,UAE,Electronics,Wireless Noise-Canceling Headphones,1368.22,5,0.3,4788.77,Credit Card,13,2.5
TXN11566,11-11-2023,CUST_14361,47,Female,Germany,Apparel,Cotton T-Shirt,50.37,5,0.23,193.92,PayPal,12,3.5
TXN11567,12-11-2023,CUST_19387,41,Female,Germany,Electronics,Smartphone 128GB,1405.83,3,0.23,3247.47,Credit Card,12,2.1
TXN11568,12-11-2023,CUST_7121,30,Female,USA,Electronics,4K Smart TV,1298.62,4,0.23,3999.75,PayPal,7,4.5
TXN11569,12-11-2023,CUST_19413,51,Non-binary,UK,Electronics,Smartwatch,1459.12,3,0.28,3151.7,PayPal,15,1.2
TXN11570,12-11-2023,CUST_6293,18,Female,India,Home & Kitchen,Blender,124.46,3,0.18,306.17,PayPal,14,2.7
TXN11571,12-11-2023,CUST_18375,29,Female,UAE,Apparel,Running Shoes,65.24,3,0.16,164.4,PayPal,9,3.9
TXN11572,12-11-2023,CUST_19092,22,Male,UAE,Apparel,Cotton T-Shirt,43.32,2,0.16,72.78,PayPal,6,4.6
TXN11573,12-11-2023,CUST_4010,39,Male,UK,Electronics,4K Smart TV,1216.11,5,0.21,4803.63,Credit Card,8,3.5
TXN11574,12-11-2023,CUST_19775,23,Female,UK,Home & Kitchen,Vacuum Cleaner,125.04,4,0.3,350.11,Credit Card,15,2.9
TXN11575,12-11-2023,CUST_13649,39,Male,UAE,Home & Kitchen,Blender,267.38,4,0.26,791.44,PayPal,11,2.8
TXN11576,12-11-2023,CUST_21252,33,Female,USA,Apparel,Winter Jacket,25.5,2,0.2,40.8,Credit Card,2,4.6
TXN11577,12-11-2023,CUST_6943,30,Female,UK,Sports,Yoga Mat,63.69,2,0.15,108.27,PayPal,7,4.9
TXN11578,12-11-2023,CUST_18986,38,Male,USA,Beauty,Face Wash,12.15,4,0.26,35.96,PayPal,5,3.7
TXN11579,12-11-2023,CUST_8336,32,Male,UAE,Beauty,Moisturizing Cream,13,2,0.18,21.32,Bank Transfer,10,4
TXN11580,12-11-2023,CUST_4310,24,Female,Germany,Apparel,Cotton T-Shirt,115.29,3,0.16,290.53,Credit Card,2,3.5
TXN11581,12-11-2023,CUST_18895,63,Female,Pakistan,Home & Kitchen,Vacuum Cleaner,216.89,3,0.27,474.99,PayPal,4,4.4
TXN11582,12-11-2023,CUST_5140,30,Male,UK,Sports,Football,81.23,3,0.24,185.2,Credit Card,6,4.5
TXN11583,12-11-2023,CUST_23000,18,Female,UAE,Sports,Dumbbell Set,19.92,5,0.16,83.66,PayPal,4,3.2
TXN11584,12-11-2023,CUST_7907,26,Female,India,Electronics,Smartphone 128GB,1319.04,2,0.24,2004.94,PayPal,8,3.9
TXN11585,12-11-2023,CUST_8777,22,Male,USA,Apparel,Formal Shirt,61.44,3,0.17,152.99,PayPal,5,4.7
TXN11586,12-11-2023,CUST_5962,43,Female,USA,Sports,Cycling Helmet,58.06,4,0.26,171.86,Bank Transfer,6,4.2
TXN11587,12-11-2023,CUST_5944,38,Male,India,Beauty,Moisturizing Cream,27.66,2,0.27,40.38,PayPal,8,4
TXN11588,12-11-2023,CUST_6052,38,Female,Germany,Home & Kitchen,Coffee Maker,266.38,2,0.25,399.57,Crypto,3,3.8
TXN11589,12-11-2023,CUST_9516,31,Non-binary,UAE,Apparel,Formal Shirt,134.18,2,0.25,201.27,Credit Card,5,4.3
TXN11590,12-11-2023,CUST_4085,32,Male,Pakistan,Apparel,Denim Jeans,45.51,5,0.29,161.56,Credit Card,11,1.9
TXN11591,12-11-2023,CUST_8875,31,Non-binary,UAE,Beauty,Perfume,49.45,5,0.16,207.69,Bank Transfer,8,4.8
TXN11592,12-11-2023,CUST_21509,34,Non-binary,Pakistan,Apparel,Denim Jeans,32.02,2,0.17,53.15,PayPal,14,2.1
TXN11593,12-11-2023,CUST_14933,43,Male,UK,Home & Kitchen,Microwave Oven,112.57,5,0.23,433.39,Credit Card,11,1.4
TXN11594,12-11-2023,CUST_21311,38,Male,Germany,Beauty,Perfume,65.67,3,0.29,139.88,Bank Transfer,9,4.1
TXN11595,12-11-2023,CUST_19829,40,Female,Germany,Home & Kitchen,Microwave Oven,166.57,2,0.17,276.51,Credit Card,2,3.6
TXN11596,12-11-2023,CUST_13114,39,Male,USA,Beauty,Lipstick Set,74.83,3,0.28,161.63,Credit Card,1,3.8
TXN11597,12-11-2023,CUST_18935,43,Male,UK,Apparel,Winter Jacket,46.01,5,0.27,167.94,Credit Card,1,4.7
TXN11598,12-11-2023,CUST_6008,37,Male,India,Apparel,Running Shoes,39.98,4,0.26,118.34,PayPal,1,4.3
TXN11599,12-11-2023,CUST_12028,38,Male,Germany,Beauty,Moisturizing Cream,61.79,5,0.21,244.07,Credit Card,15,1.5
TXN11600,12-11-2023,CUST_10806,46,Male,Pakistan,Beauty,Lipstick Set,7.55,3,0.23,17.44,Crypto,4,3.2
TXN11601,12-11-2023,CUST_16108,28,Female,Germany,Apparel,Winter Jacket,103.96,5,0.22,405.44,Bank Transfer,10,3.4
TXN11602,12-11-2023,CUST_4647,26,Female,USA,Apparel,Cotton T-Shirt,78.31,3,0.26,173.85,Credit Card,8,4.1
TXN11603,12-11-2023,CUST_4489,23,Female,Germany,Electronics,Gaming Laptop,413.69,5,0.18,1696.13,Credit Card,14,1.7
TXN11604,12-11-2023,CUST_9439,36,Female,India,Electronics,4K Smart TV,673.96,4,0.27,1967.96,Credit Card,4,5
TXN11605,12-11-2023,CUST_20280,18,Non-binary,Pakistan,Electronics,Smartwatch,491.38,2,0.21,776.38,Credit Card,6,3.9
TXN11606,12-11-2023,CUST_20709,39,Non-binary,UK,Beauty,Hair Serum,33.75,2,0.27,49.27,Credit Card,15,3.5
TXN11607,12-11-2023,CUST_23758,33,Female,UK,Beauty,Hair Serum,57.1,4,0.22,178.15,Credit Card,3,3.8
TXN11608,12-11-2023,CUST_16826,46,Male,Germany,Sports,Dumbbell Set,126.7,4,0.26,375.03,Bank Transfer,5,3.4
TXN11609,12-11-2023,CUST_23595,28,Male,USA,Sports,Tennis Racket,84.4,3,0.22,197.5,Bank Transfer,6,4.4
TXN11610,12-11-2023,CUST_8336,32,Female,UK,Sports,Dumbbell Set,115.72,2,0.22,180.52,Bank Transfer,14,1.1
TXN11611,12-11-2023,CUST_21705,46,Non-binary,Pakistan,Apparel,Winter Jacket,18.17,5,0.24,69.05,PayPal,13,2.7
TXN11612,12-11-2023,CUST_12553,48,Female,USA,Electronics,4K Smart TV,250.79,3,0.21,594.37,PayPal,7,4.7
TXN11613,12-11-2023,CUST_23785,28,Female,USA,Electronics,Gaming Laptop,718.27,5,0.18,2944.91,Bank Transfer,1,4.8
TXN11614,12-11-2023,CUST_18700,36,Female,Germany,Apparel,Denim Jeans,97.94,4,0.2,313.41,Bank Transfer,3,3.1
TXN11615,12-11-2023,CUST_10170,37,Male,USA,Electronics,Gaming Laptop,696.25,2,0.2,1114,Bank Transfer,14,3.5
TXN11616,12-11-2023,CUST_12799,38,Male,UAE,Beauty,Moisturizing Cream,18.27,2,0.18,29.96,Credit Card,14,2.6
TXN11617,12-11-2023,CUST_16877,32,Male,India,Beauty,Moisturizing Cream,72.41,5,0.26,267.92,Credit Card,11,2.3
TXN11618,12-11-2023,CUST_11305,47,Female,India,Apparel,Denim Jeans,108.8,5,0.17,451.52,Credit Card,6,4.6
TXN11619,12-11-2023,CUST_20715,18,Female,UAE,Electronics,4K Smart TV,148.67,2,0.18,243.82,Bank Transfer,13,1.8
TXN11620,12-11-2023,CUST_7704,30,Male,USA,Electronics,4K Smart TV,818.99,4,0.19,2653.53,Credit Card,11,2.6
TXN11621,12-11-2023,CUST_21613,39,Male,Germany,Apparel,Cotton T-Shirt,101.37,2,0.22,158.14,Credit Card,12,1.3
TXN11622,12-11-2023,CUST_10322,39,Non-binary,UAE,Sports,Cycling Helmet,33.83,5,0.26,125.17,Bank Transfer,2,3.5
TXN11623,12-11-2023,CUST_23825,48,Male,Pakistan,Beauty,Perfume,70.45,2,0.19,114.13,Credit Card,6,3.6
TXN11624,12-11-2023,CUST_18632,46,Non-binary,India,Home & Kitchen,Coffee Maker,86.32,3,0.16,217.53,Bank Transfer,2,3.8
TXN11625,12-11-2023,CUST_10856,32,Female,UK,Beauty,Moisturizing Cream,28.01,3,0.21,66.38,Credit Card,13,2.1
TXN11626,12-11-2023,CUST_11123,47,Male,Pakistan,Apparel,Cotton T-Shirt,61.65,3,0.21,146.11,Credit Card,6,3.1
TXN11627,12-11-2023,CUST_17234,27,Male,USA,Electronics,Smartwatch,1169.62,4,0.18,3836.35,Credit Card,14,1.2
TXN11628,12-11-2023,CUST_10446,44,Female,USA,Electronics,4K Smart TV,185.7,2,0.22,289.69,PayPal,4,3.5
TXN11629,12-11-2023,CUST_17500,53,Female,India,Home & Kitchen,Blender,187.58,5,0.2,750.32,Credit Card,8,4.9
TXN11630,12-11-2023,CUST_10769,47,Male,Germany,Electronics,Gaming Laptop,1257.04,5,0.23,4839.6,Credit Card,14,1.1
TXN11631,12-11-2023,CUST_7121,36,Male,Germany,Sports,Football,68.98,5,0.22,269.02,Bank Transfer,14,1.4
TXN11632,12-11-2023,CUST_15853,31,Male,Pakistan,Apparel,Running Shoes,107.59,3,0.23,248.53,Credit Card,1,3
TXN11633,12-11-2023,CUST_13418,19,Female,India,Electronics,4K Smart TV,1314.05,4,0.29,3731.9,Credit Card,4,3.5
TXN11634,12-11-2023,CUST_12212,38,Male,UK,Beauty,Perfume,68.09,3,0.16,171.59,PayPal,7,4.5
TXN11635,12-11-2023,CUST_6417,23,Female,UAE,Electronics,Smartwatch,988.8,5,0.17,4103.52,Bank Transfer,9,3.2
TXN11636,12-11-2023,CUST_11552,27,Female,USA,Beauty,Face Wash,16.78,2,0.27,24.5,Credit Card,10,3.9
